Values below show absolute/relative times spend per server step by the instrumented function.
A total of 403 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 flowers:                                                |         0 |      1627 |        19 |   0.0 |   1.0 |   0.0
  - ABM 'Mushroom spread' .............................  |        37 |       779 |       197 |   0.0 |   0.5 |   0.1
  - ABM 'Flower spread' ...............................  |        19 |       910 |       374 |   0.0 |   1.0 |   0.3
 mobs_fish:                                              |         0 |     11903 |       130 |   0.0 |  11.1 |   0.1
  - on_step[2] ........................................  |         4 |       665 |       127 |   0.0 |   0.7 |   0.1
  - ABM 'mobs_fish:clownfish spawning' ................  |      8724 |      8724 |      8724 |   2.9 |   2.9 |   2.9
  - get_staticdata[1] .................................  |        17 |       508 |       264 |   0.0 |   0.2 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |      2325 |     11442 |      6822 |   1.6 |  10.7 |   4.6
  - on_activate[1] ....................................  |       135 |       167 |       151 |   0.0 |   0.1 |   0.1
  - on_step[1] ........................................  |        19 |      2436 |       308 |   0.0 |   2.4 |   0.3
  - on_activate[2] ....................................  |        95 |       152 |       114 |   0.0 |   0.1 |   0.1
  - get_staticdata[2] .................................  |         8 |       309 |       162 |   0.0 |   0.3 |   0.1
 spacesuit:                                              |         1 |     28238 |      1549 |   0.0 |  26.2 |   1.3
  - globalstep[1] .....................................  |         1 |     28238 |      1549 |   0.0 |  26.2 |   1.3
  - on_leaveplayer[1] .................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
 ilights:                                                |         0 |       346 |         1 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       346 |         8 |   0.0 |   0.1 |   0.0
 advtrains_train_steam:                                  |        97 |     37666 |      1044 |   0.0 |  79.6 |   1.8
  - on_step[2] ........................................  |        18 |      1670 |       225 |   0.0 |   3.5 |   0.4
  - on_step[1] ........................................  |        40 |     36849 |       273 |   0.0 |  77.9 |   0.5
  - on_step[4] ........................................  |        13 |     19953 |       228 |   0.0 |  12.6 |   0.3
  - on_step[3] ........................................  |        13 |     14714 |       316 |   0.0 |  39.1 |   0.6
 wieldview:                                              |         1 |       891 |        80 |   0.0 |   0.6 |   0.1
  - globalstep[1] .....................................  |         1 |       891 |        80 |   0.0 |   0.6 |   0.1
  - on_joinplayer[1] ..................................  |         5 |         7 |         6 |   0.0 |   0.0 |   0.0
 mesecons_fpga:                                          |         0 |        56 |         1 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         3 |        56 |         7 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
 replacer:                                               |         0 |        19 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         5 |         1 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         2 |        14 |         3 |   0.0 |   0.0 |   0.0
 illumination:                                           |       258 |     13888 |       978 |   0.1 |  16.0 |   1.6
  - globalstep[1] .....................................  |       258 |     13888 |       973 |   0.1 |  16.0 |   1.6
  - ABM[1] ............................................  |       110 |       404 |       252 |   0.1 |   0.4 |   0.2
  - on_leaveplayer[1] .................................  |        89 |        89 |        89 |   0.1 |   0.1 |   0.1
  - on_joinplayer[1] ..................................  |        20 |        65 |        42 |   0.0 |   0.0 |   0.0
 advtrains_train_industrial:                             |        36 |       536 |        89 |   0.0 |   2.1 |   0.2
  - on_step[1] ........................................  |        36 |       536 |        89 |   0.0 |   2.1 |   0.2
 technic_worldgen:                                       |         0 |     42485 |       127 |   0.0 |  59.1 |   0.2
  - on_generated[1] ...................................  |     42485 |     42485 |     42485 |  59.1 |  59.1 |  59.1
 boats:                                                  |         0 |        29 |         0 |   0.0 |   0.1 |   0.0
  - on_activate[1] ....................................  |         7 |         7 |         7 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |        10 |        29 |        14 |   0.0 |   0.1 |   0.0
  - get_staticdata[1] .................................  |         2 |         3 |         2 |   0.0 |   0.0 |   0.0
 map:                                                    |         0 |       137 |         0 |   0.0 |   0.0 |   0.0
  - on_joinplayer[1] ..................................  |       129 |       137 |       133 |   0.0 |   0.0 |   0.0
 homedecor_misc:                                         |         0 |       542 |         7 |   0.0 |   0.3 |   0.0
  - on_placenode[1] ...................................  |         3 |       542 |        26 |   0.0 |   0.3 |   0.0
 mesecons:                                               |         1 |     23169 |       462 |   0.0 |  18.0 |   0.5
  - on_placenode[1] ...................................  |        14 |      6229 |       194 |   0.0 |   8.7 |   0.3
  - on_dignode[1] .....................................  |        29 |     23115 |       463 |   0.0 |  18.0 |   0.5
  - globalstep[2] .....................................  |         1 |         6 |         2 |   0.0 |   0.0 |   0.0
 advtrains_train_japan:                                  |       412 |     12313 |      1005 |   0.1 |  19.3 |   1.7
  - on_step[2] ........................................  |        16 |      3281 |       110 |   0.0 |  16.1 |   0.2
  - on_step[1] ........................................  |       395 |     12052 |       895 |   0.1 |   7.9 |   1.5
 farming:                                                |         0 |     21281 |       529 |   0.0 |  29.8 |   0.4
  - ABM[1] ............................................  |        42 |        42 |        42 |   0.0 |   0.0 |   0.0
  - ABM[2] ............................................  |      7689 |     21281 |     14874 |   1.3 |  29.8 |  11.1
  - on_generated[1] ...................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 beerchat:                                               |         0 |      6796 |        91 |   0.0 |   8.9 |   0.1
  - on_chat_message[2] ................................  |         3 |         9 |         4 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[4] .................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[3] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_chat_message[3] ................................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
  - on_chat_message[1] ................................  |        35 |       118 |        59 |   0.0 |   0.5 |   0.1
  - on_chat_message[4] ................................  |       730 |      6672 |      1448 |   0.3 |   8.4 |   1.5
  - on_joinplayer[2] ..................................  |       133 |       233 |       183 |   0.0 |   0.0 |   0.0
  - on_joinplayer[1] ..................................  |        79 |        88 |        83 |   0.0 |   0.0 |   0.0
  - on_joinplayer[3] ..................................  |         6 |         9 |         7 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |        18 |        18 |        18 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[2] .................................  |       136 |       136 |       136 |   0.2 |   0.2 |   0.2
 mapserver:                                              |         0 |       278 |         1 |   0.0 |   0.4 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       278 |         7 |   0.0 |   0.4 |   0.0
  - on_leaveplayer[1] .................................  |         6 |         6 |         6 |   0.0 |   0.0 |   0.0
 creative:                                               |         0 |      3421 |        77 |   0.0 |   4.4 |   0.1
  - on_placenode[1] ...................................  |        63 |      3421 |       265 |   0.0 |   4.4 |   0.3
 homedecor_books:                                        |         0 |        12 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        12 |         3 |   0.0 |   0.0 |   0.0
 travelnet:                                              |         0 |        48 |         0 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        48 |         2 |   0.0 |   0.1 |   0.0
 led_marquee:                                            |         3 |        96 |         4 |   0.0 |   0.1 |   0.0
  - globalstep[1] .....................................  |         3 |        96 |         4 |   0.0 |   0.1 |   0.0
 soundblock:                                             |         0 |       154 |         1 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[1] .......................  |         2 |       154 |        11 |   0.0 |   0.2 |   0.0
 unifieddyes:                                            |         0 |        91 |         2 |   0.0 |   0.1 |   0.0
  - on_placenode[1] ...................................  |         2 |        90 |         6 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        10 |         2 |   0.0 |   0.0 |   0.0
 mail:                                                   |         0 |     16692 |       214 |   0.0 |  13.2 |   0.2
  - on_leaveplayer[1] .................................  |        48 |        48 |        48 |   0.1 |   0.1 |   0.1
  - on_joinplayer[2] ..................................  |        46 |        61 |        53 |   0.0 |   0.0 |   0.0
  - on_joinplayer[1] ..................................  |       123 |       130 |       126 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[3] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_joinplayer[3] ..................................  |         8 |        10 |         9 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |     16692 |      1433 |   0.0 |  13.2 |   1.3
  - on_leaveplayer[2] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 mobs_turtles:                                           |         3 |     30733 |       607 |   0.0 |  26.9 |   0.5
  - on_step[2] ........................................  |         3 |      2279 |       119 |   0.0 |   6.8 |   0.1
  - get_staticdata[2] .................................  |         6 |       678 |       164 |   0.0 |   0.2 |   0.1
  - on_activate[1] ....................................  |       113 |       336 |       248 |   0.1 |   0.3 |   0.2
  - get_staticdata[1] .................................  |       140 |       516 |       324 |   0.1 |   0.4 |   0.2
  - on_step[1] ........................................  |        20 |     30325 |       877 |   0.0 |  26.8 |   0.7
