Values below show absolute/relative times spend per server step by the instrumented function.
A total of 309294 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 mesecons_torch:                                         |         0 |      5530 |         0 |   0.0 |   4.9 |   0.0
  - ABM[1] ............................................  |        36 |      5530 |       390 |   0.1 |   4.9 |   0.6
 flowers:                                                |         0 |     81429 |        42 |   0.0 |  69.1 |   0.1
  - ABM 'Mushroom spread' .............................  |        85 |      7086 |       416 |   0.0 |   7.1 |   0.6
  - ABM 'Flower spread' ...............................  |         6 |     81429 |      2278 |   0.0 |  69.1 |   4.1
 bones:                                                  |         0 |     32537 |         0 |   0.0 |  56.1 |   0.0
  - on_dieplayer[1] ...................................  |         6 |     32537 |      1212 |   0.0 |  56.1 |   2.2
 anvil:                                                  |         0 |       399 |         0 |   0.0 |   2.5 |   0.0
  - on_activate[1] ....................................  |         5 |       134 |        13 |   0.0 |   0.2 |   0.0
  - LBM 'anvil:anvil_item_restoration' ................  |         5 |       399 |        35 |   0.0 |   2.5 |   0.1
  - get_staticdata[1] .................................  |         1 |       119 |         5 |   0.0 |   0.2 |   0.0
 spacesuit:                                              |         0 |     44627 |        86 |   0.0 |  34.6 |   0.1
  - globalstep[1] .....................................  |         1 |     44627 |        87 |   0.0 |  34.6 |   0.1
 unified_inventory:                                      |         1 |   1704962 |       165 |   0.0 |  99.0 |   0.4
  - on_leaveplayer[1] .................................  |         1 |       143 |         4 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |   1704863 |      1215 |   0.0 |  99.0 |   0.8
  - on_player_receive_fields[3] .......................  |         1 |     11827 |       105 |   0.0 |  47.1 |   0.5
  - on_joinplayer[3] ..................................  |         5 |       409 |        16 |   0.0 |   0.4 |   0.0
  - globalstep[1] .....................................  |         1 |     37518 |        55 |   0.0 |  57.7 |   0.2
  - on_joinplayer[2] ..................................  |       159 |    107073 |      8317 |   0.1 |  61.6 |   5.7
  - on_joinplayer[1] ..................................  |     10179 |    300795 |     49410 |   5.6 |  88.1 |  35.9
  - on_leaveplayer[2] .................................  |         1 |        10 |         3 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[4] .......................  |         1 |      8041 |        31 |   0.0 |  35.3 |   0.1
  - on_player_receive_fields[1] .......................  |         4 |     37066 |       890 |   0.0 |  81.1 |   3.1
  - on_joinplayer[4] ..................................  |      2148 |     25198 |      3916 |   0.7 |  26.3 |   5.1
 mesecons_detector:                                      |         0 |     14321 |        20 |   0.0 |  38.1 |   0.0
  - ABM[4] ............................................  |         7 |     10917 |        64 |   0.0 |   3.6 |   0.1
  - ABM[1] ............................................  |         5 |     14278 |       154 |   0.0 |  37.6 |   0.3
  - ABM[2] ............................................  |        10 |      7593 |       127 |   0.0 |  21.5 |   0.2
  - ABM[3] ............................................  |         8 |     13892 |       113 |   0.0 |  37.2 |   0.2
 advtrains_train_steam:                                  |         0 |     28955 |         7 |   0.0 |  55.2 |   0.0
  - on_step[2] ........................................  |        32 |     28826 |       168 |   0.0 |  55.0 |   0.7
  - get_staticdata[1] .................................  |         4 |       290 |        16 |   0.0 |   1.2 |   0.1
  - get_staticdata[4] .................................  |        24 |      1193 |       608 |   0.0 |   4.9 |   2.4
  - on_activate[2] ....................................  |         4 |        68 |        11 |   0.0 |   0.6 |   0.0
  - get_staticdata[2] .................................  |         4 |       208 |        18 |   0.0 |   0.8 |   0.1
  - on_activate[4] ....................................  |        22 |        22 |        22 |   0.0 |   0.0 |   0.0
  - on_step[4] ........................................  |       211 |       638 |       386 |   0.2 |   6.9 |   3.2
  - get_staticdata[3] .................................  |         8 |        82 |        45 |   0.0 |   0.3 |   0.2
  - on_activate[1] ....................................  |         2 |        38 |         8 |   0.0 |   0.3 |   0.0
  - on_step[1] ........................................  |        50 |     12044 |       202 |   0.0 |  49.4 |   0.8
  - on_activate[3] ....................................  |        64 |        64 |        64 |   0.0 |   0.0 |   0.0
  - on_step[3] ........................................  |        73 |       362 |       212 |   0.2 |   5.8 |   1.8
 pipeworks:                                              |       286 |    350127 |     17143 |   0.0 |  99.0 |  59.3
  - ABM[7] ............................................  |         4 |       434 |        12 |   0.0 |   0.5 |   0.0
  - get_staticdata[1] .................................  |         1 |      3613 |        13 |   0.0 |  11.6 |   0.0
  - globalstep[2] .....................................  |       285 |     54204 |       977 |   0.0 |  88.3 |   3.5
