Values below show absolute/relative times spend per server step by the instrumented function.
A total of 1747 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        50 |      9187 |       196 |   0.0 |  26.5 |   0.9
  - globalstep[1] .....................................  |        50 |      9187 |       196 |   0.0 |  26.5 |   0.9
 ccompass:                                               |         1 |     10974 |       129 |   0.0 |   6.8 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |        45 |         3 |   0.0 |   0.2 |   0.0
  - globalstep[1] .....................................  |         1 |     10974 |       129 |   0.0 |   6.8 |   0.1
 anvil:                                                  |         0 |       626 |         1 |   0.0 |   0.5 |   0.0
  - get_staticdata[1] .................................  |         1 |        10 |         3 |   0.0 |   0.1 |   0.0
  - LBM 'anvil:anvil_item_restoration' ................  |         7 |       626 |        75 |   0.0 |   0.5 |   0.1
  - on_activate[1] ....................................  |         9 |        97 |        21 |   0.0 |   0.2 |   0.0
 spacesuit:                                              |         1 |      3820 |       113 |   0.0 |  11.0 |   0.3
  - globalstep[1] .....................................  |         1 |      3820 |       113 |   0.0 |  11.0 |   0.3
 unified_inventory:                                      |        27 |     66129 |       148 |   0.0 |  67.3 |   0.5
  - on_player_receive_fields[2] .......................  |         2 |         9 |         3 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[3] .......................  |         1 |      2065 |       229 |   0.0 |  65.5 |   2.9
  - on_joinplayer[3] ..................................  |        10 |        11 |        10 |   0.0 |   0.0 |   0.0
  - globalstep[1] .....................................  |        27 |      4182 |        79 |   0.0 |   5.7 |   0.3
  - on_joinplayer[2] ..................................  |       456 |     40722 |     20589 |   0.4 |  16.1 |   8.3
  - on_joinplayer[1] ..................................  |     18212 |     19490 |     18851 |   7.2 |  18.9 |  13.0
  - on_joinplayer[4] ..................................  |      7104 |      9949 |      8526 |   2.8 |   9.6 |   6.2
  - on_player_receive_fields[1] .......................  |         7 |      6969 |       499 |   0.0 |  30.1 |   2.3
  - on_player_receive_fields[4] .......................  |         1 |       868 |       125 |   0.0 |   4.9 |   0.6
 mesecons_detector:                                      |         0 |     12680 |        37 |   0.0 |   4.1 |   0.0
  - ABM[2] ............................................  |        33 |       983 |        97 |   0.0 |   2.2 |   0.1
  - ABM[1] ............................................  |        50 |     12680 |       265 |   0.0 |   4.1 |   0.3
 xpanes:                                                 |         0 |      8318 |       157 |   0.0 |  26.1 |   0.4
  - on_placenode[1] ...................................  |        13 |      4853 |       383 |   0.0 |   9.1 |   0.9
  - on_dignode[1] .....................................  |        10 |      7820 |       253 |   0.0 |  24.5 |   0.8
 pipeworks:                                              |         1 |     28827 |      2277 |   0.0 |  71.3 |   8.6
  - globalstep[1] .....................................  |         1 |     28660 |      2187 |   0.0 |  70.8 |   8.3
  - ABM 'Vacuum tubes' ................................  |        39 |      2961 |       135 |   0.0 |   1.8 |   0.1
  - on_activate[1] ....................................  |         1 |      1355 |        15 |   0.0 |   1.5 |   0.0
  - get_staticdata[1] .................................  |         1 |       274 |        18 |   0.0 |   0.6 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       723 |        26 |   0.0 |   5.0 |   0.2
  - globalstep[2] .....................................  |         4 |      5929 |        69 |   0.0 |  15.0 |   0.3
 digiterms:                                              |         0 |       232 |         0 |   0.0 |   0.3 |   0.0
  - on_activate[1] ....................................  |        53 |       143 |        79 |   0.0 |   0.2 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |         6 |         2 |   0.0 |   0.0 |   0.0
  - get_staticdata[1] .................................  |        22 |       119 |        43 |   0.0 |   0.2 |   0.1
 wieldview:                                              |         0 |     34434 |       340 |   0.0 |  23.5 |   0.3
  - globalstep[1] .....................................  |         1 |     34434 |       340 |   0.0 |  23.5 |   0.3
  - on_joinplayer[1] ..................................  |         4 |         5 |         4 |   0.0 |   0.0 |   0.0
 atm:                                                    |         1 |      9588 |        12 |   0.0 |   7.6 |   0.0
  - globalstep[1] .....................................  |         1 |       223 |         2 |   0.0 |   0.7 |   0.0
  - on_player_receive_fields[1] .......................  |         2 |         5 |         2 |   0.0 |   0.1 |   0.0
  - on_joinplayer[1] ..................................  |      7833 |      9585 |      8709 |   3.8 |   7.6 |   5.7
 binoculars:                                             |         0 |       840 |         0 |   0.0 |   0.8 |   0.0
