Values below show absolute/relative times spend per server step by the instrumented function.
A total of 300 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        72 |      7862 |       229 |   0.0 |  28.3 |   0.9
  - globalstep[1] .....................................  |        72 |      7862 |       229 |   0.0 |  28.3 |   0.9
 ccompass:                                               |         1 |      4426 |       264 |   0.0 |  18.0 |   0.6
  - on_player_receive_fields[1] .......................  |         1 |         2 |         1 |   0.0 |   0.1 |   0.0
  - globalstep[1] .....................................  |         1 |      4426 |       265 |   0.0 |  18.0 |   0.6
 mobs_fish:                                              |         2 |       603 |        29 |   0.0 |   3.6 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |         2 |       603 |        29 |   0.0 |   3.6 |   0.1
 spacesuit:                                              |         0 |      7586 |       321 |   0.0 |   9.4 |   0.6
  - globalstep[1] .....................................  |         1 |      7586 |       331 |   0.0 |   9.4 |   0.6
 unified_inventory:                                      |        31 |     44131 |       314 |   0.0 |  46.6 |   0.7
  - on_player_receive_fields[2] .......................  |         1 |       773 |        46 |   0.0 |   2.5 |   0.1
  - on_player_receive_fields[3] .......................  |         1 |      1746 |       270 |   0.0 |  13.2 |   1.3
  - on_joinplayer[3] ..................................  |         6 |         6 |         6 |   0.0 |   0.0 |   0.0
  - globalstep[1] .....................................  |        31 |      1062 |        66 |   0.0 |   3.4 |   0.2
  - on_joinplayer[2] ..................................  |       348 |      1119 |       733 |   0.4 |   1.2 |   0.8
  - on_joinplayer[1] ..................................  |     11505 |     39264 |     25384 |  13.1 |  41.5 |  27.3
  - on_joinplayer[4] ..................................  |      3623 |      3703 |      3663 |   3.9 |   4.1 |   4.0
  - on_player_receive_fields[1] .......................  |         5 |      2246 |       343 |   0.0 |  23.7 |   2.0
  - on_player_receive_fields[4] .......................  |         1 |      1225 |       121 |   0.0 |   4.9 |   0.6
 mesecons_detector:                                      |         0 |     11943 |       149 |   0.0 |   8.9 |   0.1
  - ABM[4] ............................................  |        18 |      1556 |       167 |   0.0 |   1.6 |   0.1
  - ABM[1] ............................................  |       201 |     11888 |       687 |   0.0 |   8.9 |   0.4
  - ABM[2] ............................................  |        21 |       248 |        36 |   0.0 |   0.3 |   0.0
 xpanes:                                                 |         0 |      1743 |        38 |   0.0 |   8.1 |   0.2
  - on_placenode[1] ...................................  |        12 |      1557 |       146 |   0.0 |   6.2 |   0.6
  - on_dignode[1] .....................................  |         7 |       930 |        85 |   0.0 |   8.1 |   0.4
 pipeworks:                                              |         1 |     75537 |      8370 |   0.0 |  86.1 |  23.4
  - globalstep[1] .....................................  |         1 |     72706 |      7825 |   0.0 |  85.6 |  22.1
  - ABM 'Vacuum tubes' ................................  |       381 |      2877 |       682 |   0.0 |   1.6 |   0.3
  - on_activate[1] ....................................  |         1 |       723 |        38 |   0.0 |   0.5 |   0.0
  - get_staticdata[1] .................................  |         1 |       389 |        34 |   0.0 |   0.3 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        48 |         3 |   0.0 |   0.1 |   0.0
