Values below show absolute/relative times spend per server step by the instrumented function.
A total of 998 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        51 |     14612 |       163 |   0.0 |   6.5 |   0.3
  - globalstep[1] .....................................  |        51 |     14612 |       163 |   0.0 |   6.5 |   0.3
  - on_leaveplayer[1] .................................  |         9 |         9 |         9 |   0.0 |   0.0 |   0.0
 ccompass:                                               |       499 |     26989 |      1222 |   0.2 |  48.7 |   2.8
  - globalstep[1] .....................................  |       499 |     26989 |      1222 |   0.2 |  48.7 |   2.8
  - on_player_receive_fields[1] .......................  |         1 |        61 |         3 |   0.0 |   0.2 |   0.0
 mobs_fish:                                              |         0 |       339 |         3 |   0.0 |   0.6 |   0.0
  - on_step[2] ........................................  |         2 |       339 |        34 |   0.0 |   0.6 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |       317 |       317 |       317 |   0.5 |   0.5 |   0.5
  - on_activate[2] ....................................  |       153 |       153 |       153 |   0.2 |   0.2 |   0.2
  - get_staticdata[2] .................................  |         6 |       115 |        43 |   0.0 |   0.1 |   0.1
 spacesuit:                                              |         1 |      5404 |        75 |   0.0 |   5.0 |   0.1
  - globalstep[1] .....................................  |         1 |      5404 |        75 |   0.0 |   5.0 |   0.1
  - on_leaveplayer[1] .................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
 unified_inventory:                                      |        19 |      8291 |       145 |   0.0 |  19.8 |   0.3
  - globalstep[1] .....................................  |        19 |      8291 |        71 |   0.0 |  19.8 |   0.1
  - on_player_receive_fields[2] .......................  |         1 |        11 |         4 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[3] .......................  |         1 |      4229 |       146 |   0.0 |   9.1 |   0.3
  - on_leaveplayer[2] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         8 |      7735 |      1519 |   0.0 |  14.6 |   3.4
  - on_player_receive_fields[4] .......................  |         1 |       332 |        55 |   0.0 |   0.6 |   0.1
 mesecons_detector:                                      |         0 |      3283 |        95 |   0.0 |   3.4 |   0.1
  - ABM[4] ............................................  |        20 |      1031 |       188 |   0.0 |   1.0 |   0.2
  - ABM[1] ............................................  |       409 |      3011 |      1001 |   0.1 |   2.7 |   1.2
  - ABM[3] ............................................  |        54 |      2183 |       464 |   0.0 |   2.2 |   0.5
 advtrains_train_steam:                                  |       237 |     39142 |      1194 |   0.1 |  63.1 |   2.4
  - on_step[3] ........................................  |       237 |     39142 |      1194 |   0.1 |  63.1 |   2.4
 pipeworks:                                              |       149 |    249839 |     10249 |   0.1 |  77.8 |  17.9
  - globalstep[1] .....................................  |         1 |    241540 |      9275 |   0.0 |  77.4 |  16.5
  - ABM[7] ............................................  |         9 |       419 |        21 |   0.0 |   0.6 |   0.0
  - ABM 'Vacuum tubes' ................................  |       246 |     26445 |      4050 |   0.4 |  43.6 |   4.2
  - get_staticdata[1] .................................  |         1 |       347 |        34 |   0.0 |   0.4 |   0.0
  - on_activate[1] ....................................  |         1 |     22250 |        94 |   0.0 |  16.1 |   0.1
  - ABM[5] ............................................  |       124 |      1065 |       223 |   0.0 |   1.9 |   0.2
  - on_player_receive_fields[1] .......................  |         1 |       130 |        21 |   0.0 |   0.5 |   0.0
  - globalstep[2] .....................................  |        89 |     14741 |       359 |   0.1 |  27.5 |   0.7
 gravity_manager:                                        |         1 |      1997 |        28 |   0.0 |   1.3 |   0.0
  - globalstep[1] .....................................  |         1 |      1997 |        28 |   0.0 |   1.3 |   0.0
 mobs_crocs:                                             |         5 |      1966 |        94 |   0.0 |   3.3 |   0.2
  - on_activate[3] ....................................  |        30 |        84 |        52 |   0.0 |   0.1 |   0.1
  - get_staticdata[3] .................................  |         5 |       258 |        74 |   0.0 |   0.3 |   0.1
  - on_step[3] ........................................  |         5 |      1966 |        93 |   0.0 |   3.3 |   0.2
 wieldview:                                              |         1 |      2153 |        14 |   0.0 |   0.8 |   0.0
  - globalstep[1] .....................................  |         1 |      2153 |        14 |   0.0 |   0.8 |   0.0
 armor_monoid:                                           |         0 |         3 |         0 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[2] .................................  |         1 |         1 |         1 |   0.0 |   0.0 |   0.0
 atm:                                                    |         1 |        65 |         1 |   0.0 |   0.2 |   0.0
  - globalstep[1] .....................................  |         1 |        65 |         1 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        29 |         2 |   0.0 |   0.0 |   0.0
 bike:                                                   |         0 |         4 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         4 |         1 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 mobs_sharks:                                            |         2 |      2599 |        72 |   0.0 |   4.5 |   0.1
  - on_step[2] ........................................  |         1 |      1887 |        70 |   0.0 |   2.8 |   0.1
  - on_activate[1] ....................................  |        30 |       126 |        76 |   0.0 |   0.1 |   0.0
  - get_staticdata[2] .................................  |        15 |       489 |       168 |   0.0 |   0.7 |   0.2
  - get_staticdata[1] .................................  |         7 |       395 |       166 |   0.0 |   0.3 |   0.1
  - on_step[1] ........................................  |         2 |       930 |        50 |   0.0 |   1.6 |   0.1
  - ABM 'mobs_sharks:shark_lg spawning' ...............  |       294 |       294 |       294 |   0.3 |   0.3 |   0.3
  - on_activate[2] ....................................  |        43 |       181 |       104 |   0.0 |   0.2 |   0.1
 advtrains_train_industrial:                             |        61 |     11099 |       780 |   0.0 |  10.6 |   1.7
  - on_step[4] ........................................  |        29 |      6730 |       255 |   0.0 |   5.8 |   0.5
  - on_step[3] ........................................  |        32 |     10928 |       525 |   0.0 |  10.4 |   1.1
 mobs_xenomorph:                                         |         0 |       572 |         4 |   0.0 |   0.2 |   0.0
  - ABM 'mobs_xenomorph:xenomorph spawning' ...........  |       572 |       572 |       572 |   0.2 |   0.2 |   0.2
