Values below show absolute/relative times spend per server step by the instrumented function.
A total of 1689 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        69 |      5865 |       194 |   0.0 |   8.6 |   0.9
  - globalstep[1] .....................................  |        69 |      5865 |       194 |   0.0 |   8.6 |   0.9
  - on_leaveplayer[1] .................................  |        10 |        10 |        10 |   0.0 |   0.0 |   0.0
 flowers:                                                |         0 |      9923 |        45 |   0.0 |   8.9 |   0.0
  - ABM 'Mushroom spread' .............................  |        85 |        85 |        85 |   0.1 |   0.1 |   0.1
  - ABM 'Flower spread' ...............................  |        11 |      9923 |      1223 |   0.0 |   8.9 |   1.1
 bones:                                                  |         0 |        10 |         0 |   0.0 |   0.0 |   0.0
  - on_dieplayer[1] ...................................  |        10 |        10 |        10 |   0.0 |   0.0 |   0.0
 mobs_fish:                                              |         2 |      4082 |        65 |   0.0 |  42.2 |   0.2
  - on_step[2] ........................................  |         1 |      4068 |        27 |   0.0 |  42.0 |   0.1
  - on_activate[2] ....................................  |        33 |        33 |        33 |   0.0 |   0.0 |   0.0
  - get_staticdata[2] .................................  |        12 |       152 |        82 |   0.0 |   0.1 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |        85 |       336 |       210 |   0.1 |   0.2 |   0.2
  - on_activate[1] ....................................  |       149 |       149 |       149 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |         1 |      1495 |        36 |   0.0 |   2.9 |   0.1
  - get_staticdata[1] .................................  |       114 |       981 |       547 |   0.1 |   0.2 |   0.2
  - ABM 'mobs_fish:clownfish spawning' ................  |         4 |      1602 |       328 |   0.0 |   0.4 |   0.1
 spacesuit:                                              |         0 |      6470 |       120 |   0.0 |  14.9 |   0.3
  - globalstep[1] .....................................  |         1 |      6470 |       128 |   0.0 |  14.9 |   0.3
  - on_leaveplayer[1] .................................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
 unified_inventory:                                      |        36 |    477964 |      1013 |   0.0 |  88.8 |   1.3
  - globalstep[1] .....................................  |        36 |      5210 |        87 |   0.0 |  12.1 |   0.4
  - on_player_receive_fields[2] .......................  |         1 |    475575 |     18844 |   0.0 |  88.8 |  14.8
  - on_leaveplayer[1] .................................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[3] .......................  |         1 |       145 |         7 |   0.0 |   0.4 |   0.0
  - on_leaveplayer[2] .................................  |         5 |         5 |         5 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         5 |     26170 |      1409 |   0.0 |  73.3 |   4.5
  - on_player_receive_fields[4] .......................  |         1 |      1303 |        50 |   0.0 |   1.6 |   0.1
 mesecons_detector:                                      |         0 |      8461 |        82 |   0.0 |   4.9 |   0.1
  - ABM[4] ............................................  |        19 |       839 |        75 |   0.0 |   0.5 |   0.1
  - ABM[1] ............................................  |       114 |      8386 |       534 |   0.1 |   4.8 |   0.5
  - ABM[3] ............................................  |        15 |       882 |        84 |   0.0 |   0.9 |   0.1
 xpanes:                                                 |         0 |      7056 |        15 |   0.0 |  55.4 |   0.1
  - on_placenode[1] ...................................  |         8 |      7056 |       100 |   0.0 |  55.4 |   0.6
  - on_dignode[1] .....................................  |         7 |      1005 |        85 |   0.0 |   4.6 |   0.4
 pipeworks:                                              |       340 |    190132 |     13347 |   0.2 |  95.3 |  43.7
  - ABM[7] ............................................  |         4 |       194 |        10 |   0.0 |   0.1 |   0.0
  - get_staticdata[1] .................................  |         1 |      6667 |        48 |   0.0 |   3.3 |   0.0
  - globalstep[2] .....................................  |       213 |     47274 |       729 |   0.1 |  82.8 |   2.8
  - globalstep[1] .....................................  |         1 |    188172 |     12540 |   0.0 |  94.3 |  40.8
  - ABM 'Vacuum tubes' ................................  |       171 |     10199 |       426 |   0.1 |   5.6 |   0.4
  - on_activate[1] ....................................  |         1 |       655 |        30 |   0.0 |   0.7 |   0.0
  - ABM[6] ............................................  |         8 |        67 |        22 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       348 |        20 |   0.0 |   3.4 |   0.2
  - ABM[5] ............................................  |        31 |       755 |        81 |   0.0 |   0.9 |   0.1
 digiterms:                                              |         0 |       235 |         0 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       235 |         5 |   0.0 |   0.2 |   0.0
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 wieldview:                                              |         0 |     27464 |       164 |   0.0 |  18.6 |   0.2
  - globalstep[1] .....................................  |         1 |     27464 |       167 |   0.0 |  18.6 |   0.2
 atm:                                                    |         0 |       137 |         1 |   0.0 |   1.4 |   0.0
  - globalstep[1] .....................................  |         1 |       137 |         1 |   0.0 |   1.4 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         4 |         1 |   0.0 |   0.0 |   0.0
 technic:                                                |         2 |    260073 |      5889 |   0.0 |  84.8 |   5.0
  - ABM 'Machines: run power monitor' .................  |        38 |       299 |        74 |   0.0 |   0.6 |   0.1
  - ABM 'Switching Station' ...........................  |     19930 |    224253 |     41574 |   6.9 |  73.5 |  35.5
  - ABM 'Tools: tree tap' .............................  |        23 |        32 |        27 |   0.0 |   0.0 |   0.0
  - globalstep[2] .....................................  |         1 |      2358 |         7 |   0.0 |   2.9 |   0.0
  - on_dieplayer[1] ...................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - ABM 'Radiation damage' ............................  |       235 |      3642 |       596 |   0.1 |   2.3 |   0.5
  - ABM 'Machines: reactor melt-down check' ...........  |       581 |      9126 |      2306 |   0.3 |   4.3 |   1.8
  - ABM 'Machines: run injector' ......................  |       201 |     11997 |       717 |   0.1 |   6.3 |   0.6
  - globalstep[1] .....................................  |         1 |       141 |         2 |   0.0 |   1.2 |   0.0
  - ABM 'Machines: timeout check' .....................  |      2476 |     33922 |      4920 |   0.7 |  15.5 |   4.1
  - on_player_receive_fields[2] .......................  |         1 |        22 |         1 |   0.0 |   0.1 |   0.0
  - on_dignode[1] .....................................  |         3 |       239 |        12 |   0.0 |   1.4 |   0.1
  - on_placenode[1] ...................................  |         2 |        79 |         6 |   0.0 |   0.6 |   0.0
  - ABM 'Machines: run coal alloy furnace' ............  |       130 |     11784 |       363 |   0.1 |   1.7 |   0.3
  - on_player_receive_fields[1] .......................  |         1 |        53 |         2 |   0.0 |   0.1 |   0.0
  - ABM 'Machines: re-enable check' ...................  |       166 |     10164 |       537 |   0.1 |  11.2 |   0.5
 mob_horse:                                              |         5 |      3696 |        37 |   0.0 |  12.4 |   0.1
  - ABM 'mob_horse:horse spawning' ....................  |       109 |       109 |       109 |   0.1 |   0.1 |   0.1
  - on_step[1] ........................................  |         5 |      3696 |        37 |   0.0 |  12.4 |   0.1
 xp_redo_ranks_ores:                                     |        29 |      5336 |        77 |   0.0 |  15.3 |   0.3
  - on_step[21] .......................................  |         1 |       312 |         4 |   0.0 |   3.2 |   0.0
  - on_step[39] .......................................  |         2 |       354 |         5 |   0.0 |   2.7 |   0.0
  - on_step[22] .......................................  |         1 |       160 |         4 |   0.0 |   0.9 |   0.0
  - on_step[41] .......................................  |         5 |       562 |        15 |   0.0 |   4.5 |   0.1
  - on_step[40] .......................................  |         1 |       115 |         4 |   0.0 |   0.6 |   0.0
  - on_step[42] .......................................  |         1 |      1735 |         6 |   0.0 |   7.9 |   0.0
  - on_step[36] .......................................  |         1 |       359 |         4 |   0.0 |   1.2 |   0.0
  - on_step[1] ........................................  |         5 |      5292 |        22 |   0.0 |   7.7 |   0.1
  - on_step[18] .......................................  |         1 |      2360 |         6 |   0.0 |   2.0 |   0.0
  - on_step[28] .......................................  |         1 |       111 |         4 |   0.0 |   0.5 |   0.0
 datastorage:                                            |         0 |         8 |         0 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         8 |         8 |         8 |   0.0 |   0.0 |   0.0
 farming:                                                |         0 |     18446 |        94 |   0.0 |  13.2 |   0.1
  - ABM[2] ............................................  |        25 |     18446 |      3161 |   0.0 |  13.2 |   2.6
  - ABM[1] ............................................  |        21 |       164 |        74 |   0.0 |   0.1 |   0.0
 bow:                                                    |       103 |    134302 |       456 |   0.0 |  36.0 |   1.5
  - globalstep[1] .....................................  |       103 |    134302 |       456 |   0.0 |  36.0 |   1.5
