Values below show absolute/relative times spend per server step by the instrumented function.
A total of 36343 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 mesecons_torch:                                         |         0 |       585 |         0 |   0.0 |   0.6 |   0.0
  - ABM[1] ............................................  |        19 |       585 |        55 |   0.0 |   0.6 |   0.2
 flowers:                                                |         0 |     26061 |        16 |   0.0 |  36.0 |   0.0
  - ABM 'Mushroom spread' .............................  |       111 |       332 |       201 |   0.0 |   0.6 |   0.2
  - ABM 'Flower spread' ...............................  |         8 |     26061 |      1365 |   0.0 |  36.0 |   2.4
 bones:                                                  |         0 |       908 |         0 |   0.0 |   3.3 |   0.0
  - on_dieplayer[1] ...................................  |       726 |       908 |       806 |   2.0 |   3.3 |   2.5
 anvil:                                                  |         0 |       211 |         0 |   0.0 |   0.5 |   0.0
  - on_activate[1] ....................................  |         6 |       180 |        30 |   0.0 |   0.3 |   0.1
  - LBM 'anvil:anvil_item_restoration' ................  |         5 |        82 |        25 |   0.0 |   0.3 |   0.1
  - get_staticdata[1] .................................  |         1 |        45 |         5 |   0.0 |   0.1 |   0.0
 spacesuit:                                              |         0 |     25643 |        43 |   0.0 |  45.9 |   0.1
  - globalstep[1] .....................................  |         1 |     25643 |        43 |   0.0 |  45.9 |   0.1
 unified_inventory:                                      |         1 |    180858 |        83 |   0.0 |  81.1 |   0.3
  - on_leaveplayer[1] .................................  |         2 |         9 |         4 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |     16442 |        43 |   0.0 |  30.4 |   0.1
  - on_player_receive_fields[3] .......................  |         1 |      5537 |       135 |   0.0 |  31.9 |   0.6
  - on_joinplayer[3] ..................................  |         5 |        37 |        12 |   0.0 |   0.0 |   0.0
  - globalstep[1] .....................................  |         1 |      9665 |        32 |   0.0 |  42.8 |   0.2
  - on_joinplayer[2] ..................................  |       144 |     42528 |      5371 |   0.1 |  21.2 |   3.7
  - on_joinplayer[1] ..................................  |     10697 |    175981 |     52824 |  10.7 |  79.4 |  38.3
  - on_leaveplayer[2] .................................  |         2 |        12 |         6 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[4] .......................  |         1 |       515 |        29 |   0.0 |   4.5 |   0.1
  - on_player_receive_fields[1] .......................  |         5 |     26623 |       662 |   0.0 |  54.2 |   2.7
  - on_joinplayer[4] ..................................  |      2128 |      8548 |      3133 |   1.1 |   6.0 |   3.3
 mesecons_detector:                                      |         0 |      8555 |         3 |   0.0 |  27.8 |   0.0
  - ABM[4] ............................................  |        13 |       203 |        29 |   0.0 |   0.9 |   0.1
  - ABM[1] ............................................  |         9 |       896 |        96 |   0.0 |   3.1 |   0.3
  - ABM[2] ............................................  |        36 |       780 |       116 |   0.0 |   1.7 |   0.4
  - ABM[3] ............................................  |        16 |      8555 |        66 |   0.0 |  27.8 |   0.2
 advtrains_train_steam:                                  |         0 |      4122 |         0 |   0.0 |  17.8 |   0.0
  - on_step[2] ........................................  |       220 |       877 |       600 |   0.4 |   5.0 |   2.1
  - get_staticdata[1] .................................  |        10 |       110 |        44 |   0.0 |   0.2 |   0.1
  - get_staticdata[4] .................................  |        29 |      1409 |       719 |   0.0 |   2.5 |   1.3
  - on_activate[2] ....................................  |         9 |        19 |        14 |   0.0 |   0.0 |   0.0
  - get_staticdata[2] .................................  |         4 |       171 |        62 |   0.0 |   0.3 |   0.1
  - on_activate[4] ....................................  |        17 |        17 |        17 |   0.0 |   0.0 |   0.0
  - get_staticdata[3] .................................  |         7 |       224 |        81 |   0.0 |   0.4 |   0.1
  - on_step[4] ........................................  |       364 |      1420 |       705 |   0.2 |   7.1 |   3.1
  - on_activate[1] ....................................  |         9 |        10 |         9 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |       129 |       653 |       316 |   0.1 |   2.9 |   1.3
  - on_activate[3] ....................................  |         6 |        18 |        12 |   0.0 |   0.1 |   0.0
  - on_step[3] ........................................  |       144 |       989 |       436 |   0.2 |   3.3 |   1.5
 pipeworks:                                              |       387 |    209522 |     16813 |   0.2 |  98.9 |  68.9
