Values below show absolute/relative times spend per server step by the instrumented function.
A total of 65 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        79 |       706 |       207 |   0.1 |   1.0 |   0.3
  - globalstep[1] .....................................  |        79 |       706 |       207 |   0.1 |   1.0 |   0.3
 ccompass:                                               |       917 |      2260 |      1434 |   0.4 |   6.3 |   2.3
  - globalstep[1] .....................................  |       917 |      2260 |      1434 |   0.4 |   6.3 |   2.3
  - on_player_receive_fields[1] .......................  |         1 |         2 |         1 |   0.0 |   0.0 |   0.0
 mobs_fish:                                              |        17 |      1526 |       199 |   0.0 |   1.4 |   0.2
  - on_step[2] ........................................  |         6 |       645 |        62 |   0.0 |   0.4 |   0.1
  - on_step[1] ........................................  |         8 |       680 |       116 |   0.0 |   0.7 |   0.1
  - ABM 'mobs_fish:clownfish spawning' ................  |      1330 |      1330 |      1330 |   1.2 |   1.2 |   1.2
 spacesuit:                                              |         2 |      4820 |       278 |   0.0 |   2.7 |   0.2
  - globalstep[1] .....................................  |         2 |      4820 |       278 |   0.0 |   2.7 |   0.2
 unified_inventory:                                      |        42 |      3207 |       197 |   0.1 |   7.5 |   0.3
  - globalstep[1] .....................................  |        42 |      3207 |       136 |   0.0 |   0.6 |   0.1
  - on_player_receive_fields[2] .......................  |         3 |         7 |         4 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[3] .......................  |         3 |        22 |         7 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |        11 |      2301 |       511 |   0.0 |   7.2 |   1.6
  - on_player_receive_fields[4] .......................  |        29 |      1227 |       273 |   0.0 |   0.8 |   0.2
 mesecons_detector:                                      |         0 |      3246 |       364 |   0.0 |   3.6 |   0.4
  - ABM[4] ............................................  |        45 |        66 |        53 |   0.0 |   0.1 |   0.1
  - ABM[1] ............................................  |      1111 |      2592 |      1490 |   0.8 |   2.5 |   1.4
  - ABM[3] ............................................  |        52 |       654 |       296 |   0.0 |   1.0 |   0.3
 advtrains_train_steam:                                  |       777 |      3226 |      1347 |   0.4 |   5.3 |   2.1
  - on_step[2] ........................................  |       161 |       662 |       320 |   0.1 |   1.6 |   0.5
  - on_step[3] ........................................  |       570 |      2660 |      1027 |   0.2 |   4.0 |   1.6
 pipeworks:                                              |       430 |     70662 |      9489 |   0.3 |  55.9 |  11.1
  - globalstep[1] .....................................  |         1 |     62287 |      7365 |   0.0 |  55.0 |   8.7
  - on_activate[1] ....................................  |         1 |        28 |         5 |   0.0 |   0.0 |   0.0
  - ABM 'Vacuum tubes' ................................  |      2218 |     11418 |      5175 |   2.1 |  15.7 |   5.4
