Values below show absolute/relative times spend per server step by the instrumented function.
A total of 687404 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 flowers:                                                |         0 |     26818 |         2 |   0.0 |  26.2 |   0.0
  - ABM 'Mushroom spread' .............................  |         5 |       377 |        40 |   0.0 |   0.3 |   0.0
  - ABM 'Flower spread' ...............................  |        10 |     26818 |       243 |   0.0 |  26.2 |   0.2
 bones:                                                  |         0 |     10435 |         0 |   0.0 |   9.0 |   0.0
  - on_dieplayer[1] ...................................  |       117 |     10435 |      1293 |   0.1 |   9.0 |   2.2
 mobs_fish:                                              |         0 |     63569 |        59 |   0.0 |  46.5 |   0.1
  - on_step[2] ........................................  |         2 |     50340 |        78 |   0.0 |  41.6 |   0.1
  - on_punch[1] .......................................  |       256 |       256 |       256 |   0.3 |   0.3 |   0.3
  - get_staticdata[1] .................................  |         5 |     29185 |       172 |   0.0 |   9.7 |   0.1
  - on_activate[2] ....................................  |        22 |      2432 |        92 |   0.0 |   1.4 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |         1 |     27483 |      1393 |   0.0 |  41.2 |   1.2
  - on_activate[1] ....................................  |        20 |      8431 |       108 |   0.0 |  16.1 |   0.1
  - on_step[1] ........................................  |         1 |     63343 |        83 |   0.0 |  46.2 |   0.1
  - ABM 'mobs_fish:clownfish spawning' ................  |         4 |     27357 |      1386 |   0.0 |  35.5 |   1.3
  - get_staticdata[2] .................................  |         5 |     22680 |       138 |   0.0 |   8.3 |   0.1
 spacesuit:                                              |         0 |     81148 |       253 |   0.0 |  62.5 |   0.2
  - globalstep[1] .....................................  |         1 |     81148 |       253 |   0.0 |  62.5 |   0.2
  - on_leaveplayer[1] .................................  |         2 |        84 |         3 |   0.0 |   0.2 |   0.0
 ilights:                                                |         0 |       697 |         0 |   0.0 |   0.8 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       697 |         2 |   0.0 |   0.8 |   0.0
 advtrains_train_steam:                                  |         8 |     85314 |      1141 |   0.0 |  72.4 |   1.9
  - on_step[2] ........................................  |         8 |     83192 |       319 |   0.0 |  71.5 |   0.5
  - on_step[3] ........................................  |        28 |     81488 |      1225 |   0.0 |  67.7 |   2.0
  - on_activate[3] ....................................  |         2 |        11 |         7 |   0.0 |   0.0 |   0.0
  - on_activate[2] ....................................  |         5 |         7 |         6 |   0.0 |   0.0 |   0.0
 redwood:                                                |         0 |     10858 |         0 |   0.0 |   7.4 |   0.0
  - ABM 'redwood grow sapling' ........................  |         3 |     10858 |        83 |   0.0 |   7.4 |   0.1
 wieldview:                                              |         0 |     51314 |        27 |   0.0 |  42.5 |   0.0
  - globalstep[1] .....................................  |         1 |     51314 |        27 |   0.0 |  42.5 |   0.0
  - on_joinplayer[1] ..................................  |         4 |       188 |         8 |   0.0 |   0.1 |   0.0
 bike:                                                   |         0 |     27130 |         1 |   0.0 |  32.3 |   0.0
  - on_leaveplayer[1] .................................  |         1 |       100 |         3 |   0.0 |   0.2 |   0.0
  - on_dieplayer[1] ...................................  |         2 |        91 |         4 |   0.0 |   0.3 |   0.0
  - on_punch[1] .......................................  |       133 |       355 |       244 |   0.7 |   1.1 |   0.9
  - on_joinplayer[1] ..................................  |        14 |     27130 |        91 |   0.0 |  19.9 |   0.1
  - on_activate[1] ....................................  |        17 |       256 |        65 |   0.0 |   0.2 |   0.1
  - on_step[1] ........................................  |        12 |     26943 |        62 |   0.0 |  32.3 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |      6185 |         2 |   0.0 |   5.7 |   0.0
  - get_staticdata[1] .................................  |        11 |       444 |        58 |   0.0 |   0.3 |   0.0
 illumination:                                           |         1 |    138603 |      1102 |   0.0 |  68.7 |   1.8
  - globalstep[1] .....................................  |         1 |    138603 |      1090 |   0.0 |  68.7 |   1.8
  - ABM[1] ............................................  |        21 |     42000 |       170 |   0.0 |  46.8 |   0.1
  - on_leaveplayer[1] .................................  |        18 |       474 |        56 |   0.0 |   0.4 |   0.1
  - on_joinplayer[1] ..................................  |        10 |       184 |        19 |   0.0 |   0.2 |   0.0
 advtrains_train_industrial:                             |         6 |     79771 |       349 |   0.0 |  64.3 |   0.6
  - on_step[4] ........................................  |         5 |     79771 |       162 |   0.0 |  63.6 |   0.3
  - on_punch[1] .......................................  |       109 |       109 |       109 |   0.1 |   0.1 |   0.1
  - on_activate[1] ....................................  |         6 |         9 |         7 |   0.0 |   0.0 |   0.0
  - on_activate[4] ....................................  |        10 |        10 |        10 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |         7 |     74302 |       225 |   0.0 |  62.7 |   0.4
 technic_worldgen:                                       |         0 |    113980 |        54 |   0.0 |  78.0 |   0.0
  - on_generated[1] ...................................  |     34104 |    113980 |     51575 |   5.9 |  78.0 |  35.4
 boats:                                                  |         0 |     57014 |         3 |   0.0 |  47.9 |   0.0
  - on_activate[1] ....................................  |         6 |       105 |        12 |   0.0 |   0.2 |   0.0
  - on_step[1] ........................................  |         7 |     57014 |        34 |   0.0 |  47.9 |   0.1
  - get_staticdata[1] .................................  |         1 |     24441 |        42 |   0.0 |   8.2 |   0.0
  - on_punch[1] .......................................  |         1 |       157 |        22 |   0.0 |   0.4 |   0.0
 mob_horse:                                              |         0 |     40330 |        18 |   0.0 |  42.8 |   0.0
  - ABM 'mob_horse:horse spawning' ....................  |         4 |     24972 |      1385 |   0.0 |  24.8 |   1.3
  - on_activate[1] ....................................  |        28 |     22509 |       281 |   0.0 |  34.5 |   0.2
  - on_step[1] ........................................  |         6 |     40330 |       120 |   0.0 |  42.8 |   0.2
  - on_punch[1] .......................................  |       242 |      1620 |       713 |   0.4 |   2.7 |   1.1
  - get_staticdata[1] .................................  |         5 |      4974 |       336 |   0.0 |   4.6 |   0.3
 map:                                                    |         0 |     14595 |         0 |   0.0 |  10.5 |   0.0
  - on_joinplayer[1] ..................................  |        89 |     14595 |       198 |   0.0 |  10.5 |   0.2
 homedecor_misc:                                         |         0 |     51411 |         4 |   0.0 |  38.7 |   0.0
  - on_placenode[1] ...................................  |         4 |     51411 |        39 |   0.0 |  38.7 |   0.1
 mesecons:                                               |         2 |   1950660 |     12137 |   0.0 |  95.3 |  13.2
  - globalstep[1] .....................................  |         1 |   1950658 |     12080 |   0.0 |  95.3 |  13.1
  - on_placenode[1] ...................................  |        12 |     73878 |       147 |   0.0 |  44.4 |   0.2
  - on_dignode[1] .....................................  |        11 |     72719 |       136 |   0.0 |  58.8 |   0.2
  - globalstep[2] .....................................  |         1 |     27833 |         2 |   0.0 |  50.5 |   0.0
 advtrains_train_japan:                                  |        35 |    163723 |      4853 |   0.0 |  82.0 |   7.9
  - on_step[2] ........................................  |         9 |    123194 |      3092 |   0.0 |  77.7 |   5.0
  - on_punch[1] .......................................  |        97 |        97 |        97 |   0.1 |   0.1 |   0.1
  - on_activate[1] ....................................  |         2 |        13 |         6 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |        21 |    108882 |      1761 |   0.0 |  78.5 |   2.8
  - on_punch[2] .......................................  |        84 |        84 |        84 |   0.1 |   0.1 |   0.1
  - on_activate[2] ....................................  |         4 |        13 |         7 |   0.0 |   0.0 |   0.0
 farming:                                                |         0 |    273089 |        97 |   0.0 |  68.0 |   0.1
  - ABM[1] ............................................  |        16 |     21535 |       367 |   0.0 |  15.3 |   0.3
  - ABM[2] ............................................  |        24 |    133387 |      6119 |   0.0 |  68.0 |   4.5
  - on_generated[1] ...................................  |         1 |    273089 |      9402 |   0.0 |  58.4 |   5.3
 beerchat:                                               |         0 |     39186 |         4 |   0.0 |  52.1 |   0.0
  - on_leaveplayer[1] .................................  |         3 |       246 |         6 |   0.0 |   0.4 |   0.0
  - /invite_channel ...................................  |        17 |        17 |        17 |   0.1 |   0.1 |   0.1
  - on_chat_message[3] ................................  |         1 |     31806 |       347 |   0.0 |  49.2 |   0.6
  - /ic ...............................................  |         9 |         9 |         9 |   0.0 |   0.0 |   0.0
  - /ignore ...........................................  |         5 |        67 |        42 |   0.0 |   0.2 |   0.1
  - on_joinplayer[1] ..................................  |        38 |      2040 |        84 |   0.0 |   1.1 |   0.1
  - /join_channel .....................................  |        10 |       189 |        85 |   0.0 |   0.5 |   0.1
  - /mute .............................................  |         1 |        58 |        36 |   0.0 |   0.2 |   0.1
  - on_chat_message[2] ................................  |         2 |      1009 |        10 |   0.0 |   3.9 |   0.0
  - /me ...............................................  |        38 |      1427 |       566 |   0.2 |   2.7 |   1.1
  - on_chat_message[1] ................................  |        14 |     10287 |        97 |   0.0 |  11.5 |   0.2
  - /msg ..............................................  |        48 |     27604 |       318 |   0.0 |  52.1 |   0.6
  - /unignore .........................................  |        42 |        48 |        45 |   0.1 |   0.1 |   0.1
  - /jc ...............................................  |         6 |       180 |        80 |   0.0 |   0.5 |   0.1
  - /mc ...............................................  |        63 |        63 |        63 |   0.0 |   0.0 |   0.0
  - /my_channels ......................................  |        69 |        69 |        69 |   0.0 |   0.0 |   0.0
  - /lc ...............................................  |         1 |       190 |       113 |   0.0 |   0.5 |   0.3
  - /unmute ...........................................  |        36 |        41 |        39 |   0.1 |   0.1 |   0.1
  - /leave_channel ....................................  |        17 |       196 |       121 |   0.0 |   0.5 |   0.3
  - on_chat_message[4] ................................  |       186 |     39127 |       705 |   0.1 |  37.2 |   1.4
 creative:                                               |         0 |     50988 |        22 |   0.0 |  58.7 |   0.0
  - on_placenode[1] ...................................  |         1 |     50988 |       177 |   0.0 |  58.7 |   0.3
 homedecor_books:                                        |         0 |     14198 |         0 |   0.0 |  29.6 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |     14198 |         3 |   0.0 |  29.6 |   0.0
 vines:                                                  |         0 |    121321 |        19 |   0.0 |  68.3 |   0.0
  - ...n_on_surfaces(): random: vines:jungle_end, ...'   |        97 |      1026 |       337 |   0.0 |   0.8 |   0.3
  - ...n_on_surfaces(): random: vines:willow_end, ...'   |       103 |      1708 |       688 |   0.0 |   2.3 |   0.7
  - ...awn_on_surfaces(): random: vines:vine_end, ...'   |        89 |     35542 |      1688 |   0.0 |  18.2 |   1.5
  - ...awn_on_surfaces(): random: vines:side_end, ...'   |       101 |      9813 |      1253 |   0.0 |  11.1 |   1.2
  - ...awn_on_surfaces(): random: vines:root_end, ...'   |      1763 |    121321 |     40629 |   0.7 |  68.3 |  26.3
 led_marquee:                                            |         1 |     34269 |         4 |   0.0 |  59.0 |   0.0
  - globalstep[1] .....................................  |         1 |     34269 |         4 |   0.0 |  59.0 |   0.0
 soundblock:                                             |         0 |     26369 |         0 |   0.0 |  40.1 |   0.0
  - on_player_receive_fields[1] .......................  |         2 |     26369 |         6 |   0.0 |  40.1 |   0.0
 unifieddyes:                                            |         0 |     18216 |         1 |   0.0 |  26.3 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |     11126 |         2 |   0.0 |  16.8 |   0.0
  - on_placenode[1] ...................................  |         1 |     18216 |         9 |   0.0 |  26.3 |   0.0
 throwing_arrows:                                        |         0 |     19093 |         0 |   0.0 |  12.8 |   0.0
  - on_step[6] ........................................  |       150 |     19093 |      1923 |   0.1 |  12.8 |   1.8
  - on_step[3] ........................................  |        97 |       397 |       247 |   0.1 |   0.4 |   0.3
  - on_step[4] ........................................  |       144 |      6214 |      1326 |   0.1 |  10.2 |   2.0
  - on_step[7] ........................................  |       279 |       947 |       717 |   0.8 |   3.0 |   1.5
 mail:                                                   |         0 |     83456 |        32 |   0.0 |  60.7 |   0.1
  - on_leaveplayer[1] .................................  |        23 |      4822 |        82 |   0.0 |   2.1 |   0.1
  - /mail .............................................  |      3021 |     19917 |      9324 |   5.3 |  24.7 |  13.3
  - on_joinplayer[2] ..................................  |        14 |      3825 |        62 |   0.0 |   3.7 |   0.1
  - on_joinplayer[1] ..................................  |        68 |      2048 |       156 |   0.0 |   1.1 |   0.1
