Values below show absolute/relative times spend per server step by the instrumented function.
A total of 4588 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        58 |     49673 |       203 |   0.0 |  18.0 |   0.5
  - globalstep[1] .....................................  |        58 |     49673 |       203 |   0.0 |  18.0 |   0.5
  - on_leaveplayer[1] .................................  |         6 |        10 |         7 |   0.0 |   0.0 |   0.0
 ccompass:                                               |         0 |     43195 |       199 |   0.0 |  16.6 |   0.4
  - globalstep[1] .....................................  |         1 |     43195 |       198 |   0.0 |  16.6 |   0.4
  - on_player_receive_fields[1] .......................  |         1 |      2037 |         7 |   0.0 |   6.1 |   0.0
 bones:                                                  |         0 |     26000 |         8 |   0.0 |  37.9 |   0.0
  - on_dieplayer[1] ...................................  |        10 |     26000 |      4898 |   0.0 |  37.9 |   6.1
 mobs_fish:                                              |         0 |     10858 |        84 |   0.0 |  13.0 |   0.2
  - on_step[2] ........................................  |         1 |      5932 |        47 |   0.0 |  12.9 |   0.1
  - on_activate[2] ....................................  |        36 |       149 |        75 |   0.0 |   0.1 |   0.1
  - on_activate[1] ....................................  |        31 |       254 |       102 |   0.0 |   0.3 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |        86 |      1526 |       472 |   0.0 |   0.9 |   0.4
  - get_staticdata[1] .................................  |         8 |       371 |       165 |   0.0 |   0.4 |   0.1
  - on_step[1] ........................................  |         1 |      7776 |        50 |   0.0 |   7.9 |   0.1
  - ABM 'mobs_fish:clownfish spawning' ................  |         2 |       499 |       180 |   0.0 |   0.3 |   0.1
  - get_staticdata[2] .................................  |         5 |      1228 |       158 |   0.0 |   0.9 |   0.2
 spacesuit:                                              |         0 |     11471 |        95 |   0.0 |  22.1 |   0.2
  - globalstep[1] .....................................  |         1 |     11471 |       101 |   0.0 |  22.1 |   0.2
  - on_leaveplayer[1] .................................  |         1 |         2 |         1 |   0.0 |   0.0 |   0.0
 unified_inventory:                                      |        28 |    193731 |       340 |   0.0 |  68.1 |   0.5
  - on_leaveplayer[1] .................................  |         1 |         2 |         1 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |     59988 |       821 |   0.0 |  67.8 |   1.3
  - on_player_receive_fields[3] .......................  |         1 |      5399 |       156 |   0.0 |  13.4 |   0.5
  - on_joinplayer[3] ..................................  |         5 |       113 |        18 |   0.0 |   0.0 |   0.0
  - globalstep[1] .....................................  |        28 |     10617 |        63 |   0.0 |  15.4 |   0.2
  - on_joinplayer[2] ..................................  |       146 |    115150 |     14359 |   0.1 |  50.5 |   7.2
  - on_joinplayer[1] ..................................  |     10204 |    188897 |     51684 |   7.2 |  43.4 |  23.4
  - on_leaveplayer[2] .................................  |         1 |        72 |        15 |   0.0 |   0.3 |   0.1
  - on_joinplayer[4] ..................................  |      2212 |      5788 |      3150 |   0.5 |   7.4 |   3.7
  - on_player_receive_fields[1] .......................  |         4 |     66617 |       827 |   0.0 |  61.5 |   1.9
  - on_player_receive_fields[4] .......................  |         1 |      1212 |        25 |   0.0 |   2.2 |   0.1
 mesecons_detector:                                      |         0 |     37540 |       151 |   0.0 |  10.8 |   0.1
  - ABM[4] ............................................  |        11 |       593 |        29 |   0.0 |   0.3 |   0.0
  - ABM[1] ............................................  |        65 |     36836 |      1043 |   0.1 |  10.7 |   0.9
  - ABM[3] ............................................  |        28 |      1648 |        68 |   0.0 |   2.3 |   0.1
  - ABM[2] ............................................  |        17 |      1081 |       158 |   0.0 |   1.1 |   0.1
 xpanes:                                                 |         0 |      5173 |        28 |   0.0 |  14.1 |   0.1
  - on_placenode[1] ...................................  |         8 |      1309 |        65 |   0.0 |   4.6 |   0.2
  - on_dignode[1] .....................................  |         6 |      5173 |       142 |   0.0 |  14.1 |   0.4
 pipeworks:                                              |       333 |    244701 |     12489 |   0.1 |  91.9 |  28.8
  - ABM[7] ............................................  |         3 |      1591 |        12 |   0.0 |   0.3 |   0.0
  - get_staticdata[1] .................................  |         1 |       522 |        25 |   0.0 |   0.9 |   0.0
  - globalstep[2] .....................................  |       212 |     43310 |       696 |   0.1 |  37.1 |   1.7
