Values below show absolute/relative times spend per server step by the instrumented function.
A total of 7091 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |        55 |     11437 |       178 |   0.0 |  40.6 |   1.3
  - globalstep[1] .....................................  |        55 |     11437 |       178 |   0.0 |  40.6 |   1.3
  - on_leaveplayer[1] .................................  |         7 |        10 |         8 |   0.0 |   0.1 |   0.1
 ccompass:                                               |         0 |     72026 |       176 |   0.0 |  41.5 |   0.6
  - globalstep[1] .....................................  |         1 |     72026 |       176 |   0.0 |  41.5 |   0.6
  - on_player_receive_fields[1] .......................  |         1 |       304 |         2 |   0.0 |   2.1 |   0.0
 bones:                                                  |         0 |       901 |         0 |   0.0 |   0.9 |   0.0
  - on_dieplayer[1] ...................................  |        11 |       901 |        87 |   0.0 |   0.9 |   0.1
 mobs_fish:                                              |         1 |      7599 |        34 |   0.0 |  29.3 |   0.2
  - on_step[2] ........................................  |         1 |      7588 |        28 |   0.0 |  29.3 |   0.2
  - on_activate[2] ....................................  |        36 |        82 |        51 |   0.0 |   0.1 |   0.1
  - on_activate[1] ....................................  |        46 |       660 |       263 |   0.0 |   0.3 |   0.1
  - ABM 'mobs_fish:tropical spawning' .................  |         2 |       594 |       217 |   0.0 |   0.9 |   0.2
  - get_staticdata[1] .................................  |         7 |       772 |       154 |   0.0 |   0.4 |   0.1
  - on_step[1] ........................................  |         2 |      3332 |        25 |   0.0 |  13.9 |   0.2
  - get_staticdata[2] .................................  |         6 |       253 |        95 |   0.0 |   0.4 |   0.1
  - ABM 'mobs_fish:clownfish spawning' ................  |         4 |      2006 |       474 |   0.0 |   1.0 |   0.4
 spacesuit:                                              |         0 |     16616 |       147 |   0.0 |  41.5 |   0.5
  - globalstep[1] .....................................  |         1 |     16616 |       153 |   0.0 |  41.5 |   0.6
  - on_leaveplayer[1] .................................  |         1 |         3 |         2 |   0.0 |   0.0 |   0.0
 unified_inventory:                                      |        29 |    239503 |       254 |   0.0 |  90.6 |   0.9
  - on_leaveplayer[1] .................................  |         1 |         2 |         1 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |    239135 |      1784 |   0.0 |  90.4 |   1.4
  - on_player_receive_fields[3] .......................  |         1 |      2441 |        56 |   0.0 |  21.8 |   0.4
  - on_joinplayer[3] ..................................  |         5 |        92 |        23 |   0.0 |   0.0 |   0.0
  - globalstep[1] .....................................  |        28 |     36818 |        83 |   0.0 |  52.0 |   0.5
  - on_joinplayer[2] ..................................  |       154 |      2508 |       934 |   0.1 |   1.1 |   0.6
  - on_joinplayer[1] ..................................  |     11513 |    164565 |     52604 |   9.3 |  50.9 |  28.8
  - on_leaveplayer[2] .................................  |         1 |         2 |         1 |   0.0 |   0.0 |   0.0
  - on_joinplayer[4] ..................................  |      2633 |      4379 |      3484 |   0.9 |   4.7 |   2.8
  - on_player_receive_fields[1] .......................  |         4 |     24770 |       828 |   0.0 |  72.9 |   4.7
  - on_player_receive_fields[4] .......................  |         1 |      1252 |        38 |   0.0 |   4.9 |   0.2
 mesecons_detector:                                      |         0 |     12009 |        65 |   0.0 |   6.5 |   0.1
  - ABM[4] ............................................  |        11 |      1544 |        46 |   0.0 |   1.7 |   0.1
  - ABM[1] ............................................  |        17 |     11983 |       556 |   0.0 |   6.5 |   0.6
  - ABM[3] ............................................  |        17 |      1397 |        60 |   0.0 |   0.9 |   0.1
  - ABM[2] ............................................  |        48 |       301 |       127 |   0.1 |   0.3 |   0.2
 xpanes:                                                 |         0 |      1081 |         5 |   0.0 |   3.9 |   0.0
