Values below show absolute/relative times spend per server step by the instrumented function.
A total of 674658 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 poshud:                                                 |         3 |     47124 |       123 |   0.0 |  90.2 |   0.7
  - globalstep[1] .....................................  |         3 |     47124 |       123 |   0.0 |  90.2 |   0.7
  - /poshud ...........................................  |         5 |        42 |        17 |   0.0 |   0.3 |   0.1
  - on_leaveplayer[1] .................................  |         5 |      6027 |        34 |   0.0 |   9.0 |   0.1
 flowers:                                                |         0 |    166703 |        43 |   0.0 |  71.6 |   0.1
  - ABM 'Mushroom spread' .............................  |        13 |      8394 |       277 |   0.0 |   4.1 |   0.4
  - ABM 'Flower spread' ...............................  |         5 |    166703 |      2106 |   0.0 |  71.6 |   2.5
 bones:                                                  |         0 |     34977 |         0 |   0.0 |  38.4 |   0.0
  - on_dieplayer[1] ...................................  |         8 |     34977 |      1043 |   0.0 |  38.4 |   2.4
 mobs_fish:                                              |         0 |     53045 |        25 |   0.0 |  91.0 |   0.1
  - on_step[2] ........................................  |         1 |     19616 |        39 |   0.0 |  68.7 |   0.2
  - on_punch[1] .......................................  |       277 |       350 |       313 |   1.9 |   2.5 |   2.2
  - get_staticdata[1] .................................  |         4 |     22937 |       288 |   0.0 |  10.9 |   0.3
  - ABM 'mobs_fish:clownfish spawning' ................  |         2 |     27450 |       254 |   0.0 |  11.3 |   0.3
  - ABM 'mobs_fish:tropical spawning' .................  |         1 |      2779 |       181 |   0.0 |  12.3 |   0.3
  - on_activate[1] ....................................  |        20 |     14879 |       205 |   0.0 |  37.7 |   0.3
  - on_step[1] ........................................  |         1 |     51706 |        34 |   0.0 |  90.7 |   0.2
  - on_activate[2] ....................................  |        22 |      2857 |       187 |   0.0 |   2.7 |   0.2
  - get_staticdata[2] .................................  |         4 |      8341 |       272 |   0.0 |   8.2 |   0.4
 spacesuit:                                              |         0 |     64823 |       116 |   0.0 |  73.2 |   0.4
  - globalstep[1] .....................................  |         1 |     64823 |       120 |   0.0 |  73.2 |   0.4
  - on_leaveplayer[1] .................................  |         1 |      4247 |        17 |   0.0 |  21.1 |   0.1
 unified_inventory:                                      |         1 |    778060 |       110 |   0.0 |  98.1 |   0.4
  - on_leaveplayer[1] .................................  |         1 |       101 |         2 |   0.0 |   0.7 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |    777969 |       491 |   0.0 |  98.1 |   0.7
  - on_player_receive_fields[3] .......................  |         1 |     22870 |        84 |   0.0 |  66.8 |   0.4
  - on_joinplayer[3] ..................................  |         4 |       591 |        17 |   0.0 |   0.1 |   0.0
  - globalstep[1] .....................................  |         1 |    106621 |        44 |   0.0 |  80.5 |   0.3
  - on_joinplayer[2] ..................................  |       134 |    110055 |      3080 |   0.0 |  44.5 |   2.2
  - on_joinplayer[1] ..................................  |      8946 |    386324 |     36730 |   2.3 |  83.2 |  22.2
  - on_leaveplayer[2] .................................  |         1 |       196 |         3 |   0.0 |   0.6 |   0.0
  - on_player_receive_fields[4] .......................  |         1 |     39693 |        45 |   0.0 |  79.1 |   0.2
  - on_player_receive_fields[1] .......................  |         3 |    118859 |       664 |   0.0 |  92.5 |   2.6
  - on_joinplayer[4] ..................................  |      1998 |    363617 |      4103 |   0.2 |  84.1 |   3.4
 mesecons_detector:                                      |         0 |     98998 |        25 |   0.0 |  27.0 |   0.0
  - ABM[4] ............................................  |         4 |     24523 |       111 |   0.0 |  21.0 |   0.1
  - ABM[1] ............................................  |         4 |     27249 |       182 |   0.0 |  18.5 |   0.2
  - ABM[3] ............................................  |         5 |     98892 |       136 |   0.0 |  27.0 |   0.2
  - ABM[2] ............................................  |         8 |     18847 |       140 |   0.0 |   9.3 |   0.1
 xpanes:                                                 |         0 |     33883 |        12 |   0.0 |  78.9 |   0.1
  - on_placenode[1] ...................................  |         7 |     15768 |        97 |   0.0 |  58.3 |   0.5
  - on_dignode[1] .....................................  |         5 |     21374 |        98 |   0.0 |  78.9 |   0.4
 pipeworks:                                              |         4 |    412657 |      3357 |   0.0 |  97.3 |  14.2
  - ABM[7] ............................................  |         3 |      2276 |        11 |   0.0 |   4.1 |   0.0
  - ABM[4] ............................................  |        14 |     36109 |       446 |   0.0 |  26.0 |   0.5
  - get_staticdata[1] .................................  |         1 |     38965 |        19 |   0.0 |  21.1 |   0.0
  - globalstep[2] .....................................  |         2 |     64144 |       134 |   0.0 |  92.4 |   0.5
  - globalstep[1] .....................................  |         1 |    412260 |      3170 |   0.0 |  97.2 |  13.6
  - ABM[6] ............................................  |         5 |        64 |        15 |   0.0 |   0.0 |   0.0
  - ABM 'Vacuum tubes' ................................  |        15 |     35270 |       374 |   0.0 |  21.3 |   0.4
  - ...items of old filters that had real inventories'   |       276 |      1430 |       675 |   0.3 |   3.3 |   1.4
  - on_activate[1] ....................................  |         1 |      8010 |        16 |   0.0 |  11.2 |   0.0
  - /pipeworks_stats ..................................  |         5 |        15 |         8 |   0.0 |   0.1 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |     12469 |        14 |   0.0 |  44.5 |   0.1
  - ABM[5] ............................................  |        16 |      6711 |        93 |   0.0 |   4.2 |   0.1
