Values below show absolute/relative times spend per server step by the instrumented function.
A total of 50324 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
-------------------------------------------------------- | --------- | --------- | --------- | ----- | ----- | ------
 mesecons_torch:                                         |         0 |       585 |         0 |   0.0 |   0.6 |   0.0
  - ABM[1] ............................................  |        19 |       585 |        55 |   0.0 |   0.6 |   0.2
 flowers:                                                |         0 |     27649 |        24 |   0.0 |  54.5 |   0.0
  - ABM 'Mushroom spread' .............................  |        92 |       527 |       224 |   0.0 |   1.1 |   0.3
  - ABM 'Flower spread' ...............................  |         8 |     27649 |      1748 |   0.0 |  54.5 |   2.4
 bones:                                                  |         0 |       908 |         0 |   0.0 |   3.3 |   0.0
  - on_dieplayer[1] ...................................  |       726 |       908 |       806 |   2.0 |   3.3 |   2.5
 anvil:                                                  |         0 |       211 |         0 |   0.0 |   0.6 |   0.0
  - on_activate[1] ....................................  |         6 |       180 |        25 |   0.0 |   0.3 |   0.1
  - LBM 'anvil:anvil_item_restoration' ................  |         5 |       184 |        36 |   0.0 |   0.6 |   0.1
  - get_staticdata[1] .................................  |         1 |        45 |         5 |   0.0 |   0.1 |   0.0
 spacesuit:                                              |         0 |     25643 |        47 |   0.0 |  45.9 |   0.1
  - globalstep[1] .....................................  |         1 |     25643 |        47 |   0.0 |  45.9 |   0.1
 unified_inventory:                                      |         1 |    193700 |        95 |   0.0 |  81.1 |   0.3
  - on_leaveplayer[1] .................................  |         2 |         9 |         3 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |     16442 |        54 |   0.0 |  33.6 |   0.2
  - on_player_receive_fields[3] .......................  |         1 |      6073 |       145 |   0.0 |  31.9 |   0.6
  - on_joinplayer[3] ..................................  |         5 |        37 |        11 |   0.0 |   0.0 |   0.0
  - globalstep[1] .....................................  |         1 |      9665 |        34 |   0.0 |  42.8 |   0.2
  - on_joinplayer[2] ..................................  |       144 |     42528 |      4016 |   0.1 |  21.2 |   2.9
  - on_joinplayer[1] ..................................  |     10697 |    190501 |     57380 |  10.7 |  79.4 |  38.9
  - on_leaveplayer[2] .................................  |         2 |        12 |         5 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[4] .......................  |         1 |       704 |        32 |   0.0 |   4.5 |   0.2
  - on_player_receive_fields[1] .......................  |         5 |     52596 |       849 |   0.0 |  79.4 |   3.2
  - on_joinplayer[4] ..................................  |      2128 |      8548 |      2976 |   0.8 |   6.5 |   3.3
 mesecons_detector:                                      |         0 |      8555 |         3 |   0.0 |  27.8 |   0.0
  - ABM[4] ............................................  |        13 |       206 |        34 |   0.0 |   0.9 |   0.1
  - ABM[1] ............................................  |         9 |       896 |        99 |   0.0 |   3.1 |   0.3
  - ABM[2] ............................................  |        36 |      4568 |       137 |   0.0 |   3.8 |   0.4
  - ABM[3] ............................................  |         9 |      8555 |        62 |   0.0 |  27.8 |   0.2
 advtrains_train_steam:                                  |         0 |     27146 |        10 |   0.0 |  65.4 |   0.0
  - on_step[2] ........................................  |        33 |     14233 |       145 |   0.0 |  26.5 |   0.6
  - get_staticdata[1] .................................  |         5 |       110 |        22 |   0.0 |   0.2 |   0.0
  - get_staticdata[4] .................................  |        29 |      1409 |       719 |   0.0 |   2.5 |   1.3
  - on_activate[2] ....................................  |         5 |        19 |        10 |   0.0 |   0.1 |   0.0
  - get_staticdata[2] .................................  |         4 |       171 |        31 |   0.0 |   0.4 |   0.1
  - on_activate[4] ....................................  |        17 |        17 |        17 |   0.0 |   0.0 |   0.0
  - get_staticdata[3] .................................  |         7 |       224 |        81 |   0.0 |   0.4 |   0.1
  - on_step[4] ........................................  |       364 |      1420 |       705 |   0.2 |   7.1 |   3.1
  - on_activate[1] ....................................  |         4 |        10 |         7 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |        50 |     26923 |       173 |   0.0 |  64.8 |   0.7
  - on_activate[3] ....................................  |         6 |        18 |        12 |   0.0 |   0.1 |   0.0
  - on_step[3] ........................................  |       144 |       989 |       436 |   0.2 |   3.3 |   1.5
